LineId,Content,EventId,EventTemplate
347,"Memory: 125312k/129720k available (1540k kernel code, 3860k reserved, 599k data, 144k init, 0k highmem)",E13,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)"
348,Calibrating delay loop... 1445.88 BogoMIPS,E111,Calibrating delay loop... <*> BogoMIPS
349,Security Scaffold v1.0.0 initialized,E148,Security Scaffold <*> initialized
350,portmap startup succeeded,E283,<*> startup succeeded
351,SELinux: Initializing.,E212,SELinux: Initializing.
352,SELinux: Starting in permissive mode,E98,SELinux: Starting in permissive mode
353,"There is already a security framework initialized, register_security failed.",E2,"There is already a security framework initialized, register_security failed."
354,Version 1.0.6 Starting,E289,Version <*> Starting
355,Failure registering capabilities with the kernel,E33,Failure registering capabilities with the kernel
356,rpc.statd startup succeeded,E283,<*> startup succeeded
357,selinux_register_security: Registering secondary module capability,E6,selinux_register_security: Registering secondary module capability
358,Capability LSM initialized,E180,Capability LSM initialized
359,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",E42,Dentry cache hash table entries: <*> (order: <*> bytes)
360,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)",E44,Inode-cache hash table entries: <*> (order: <*> bytes)
361,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)",E43,Mount-cache hash table entries: <*> (order: <*> bytes)
362,"CPU: L1 I cache: 16K, L1 D cache: 16K",E197,"CPU: L1 I cache: <*>, L1 D cache: <*>"
363,CPU: L2 cache: 256K,E313,CPU: L2 cache: <*>
364,Intel machine check architecture supported.,E54,Intel machine check architecture supported.
365,CPU: Intel Pentium III (Coppermine) stepping 06,E56,CPU: Intel Pentium III (Coppermine) stepping <*>
366,rpc.idmapd startup succeeded,E283,<*> startup succeeded
367,Enabling fast FPU save and restore... done.,E62,Enabling fast FPU save and restore... done.
368,Enabling unmasked SIMD FPU exception support... done.,E25,Enabling unmasked SIMD FPU exception support... done.
369,Checking 'hlt' instruction... OK.,E146,Checking <*> instruction... OK.
370,POSIX conformance testing by UNIFIX,E107,POSIX conformance testing by UNIFIX
371,NET: Registered protocol family 16,E132,NET: Registered protocol family <*>
372,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1",E78,"PCI: PCI BIOS revision <*> entry at <*>, last bus=<*>"
373,PCI: Using configuration type 1,E162,PCI: Using configuration type <*>
374,ACPI: Subsystem revision 20040326,E205,ACPI: Subsystem revision <*>
375,ACPI: Interpreter disabled.,E169,ACPI: Interpreter disabled.
376,Linux Plug and Play Support v0.97 (c) Adam Belay,E76,Linux Plug and Play Support <*> (c) Adam Belay
377,usbcore: registered new driver usbfs,E149,usbcore: registered new driver <*>
378,Initializing random number generator: succeeded,E32,Initializing random number generator: succeeded
379,usbcore: registered new driver hub,E149,usbcore: registered new driver <*>
380,ACPI: ACPI tables contain no PCI IRQ routing entries,E29,ACPI: ACPI tables contain no PCI IRQ routing entries
381,PCI: Invalid ACPI-PCI IRQ routing table,E83,PCI: Invalid ACPI-PCI IRQ routing table
382,PCI: Probing PCI hardware,E203,PCI: Probing PCI hardware
383,PCI: Probing PCI hardware (bus 00),E151,PCI: Probing PCI hardware (bus <*>)
384,Starting pcmcia: succeeded,E181,Starting pcmcia: succeeded
385,Transparent bridge - 0000:00:1e.0,E255,Transparent bridge - <*>
386,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,E112,PCI: Using IRQ router PIIX/ICH [<*>] at <*>
387,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),E79,apm: BIOS version <*> Flags <*> (Driver version <*>)
388,audit: initializing netlink socket (disabled),E45,audit: initializing netlink socket (disabled)
389,audit(1118403053.397:0): initialized,E238,audit(<*>): initialized
390,"Total HugeTLB memory allocated, 0",E133,"Total HugeTLB memory allocated, <*>"
391,VFS: Disk quotas dquot_6.5.1,E300,VFS: Disk quotas <*>
392,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",E51,Dquot-cache hash table entries: <*> (order <*> bytes)
393,SELinux: Registering netfilter hooks,E94,SELinux: Registering netfilter hooks
394,Initializing Cryptographic API,E127,Initializing Cryptographic API
395,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,E65,pci_hotplug: PCI Hot Plug PCI Core version: <*>
396,isapnp: Scanning for PnP cards...,E123,isapnp: Scanning for PnP cards...
397,kernel.core_uses_pid = 1,E217,kernel.core_uses_pid = <*>
398,isapnp: No Plug & Play device found,E122,isapnp: No Plug & Play device found
399,HCI daemon ver 2.4 started,E240,HCI daemon ver <*> started
400,hcid startup succeeded,E283,<*> startup succeeded
401,Setting network parameters: succeeded,E84,Setting network parameters: succeeded
402,Real Time Clock Driver v1.12,E237,Real Time Clock Driver <*>
403,sdpd startup succeeded,E283,<*> startup succeeded
404,Bringing up loopback interface: succeeded,E64,Bringing up loopback interface: succeeded
405,Linux agpgart interface v0.100 (c) Dave Jones,E86,Linux agpgart interface <*> (c) Dave Jones
406,agpgart: Detected an Intel i810 E Chipset.,E161,agpgart: Detected an <*> Chipset.
407,agpgart: Maximum main memory to use for agp memory: 93M,E35,agpgart: Maximum main memory to use for agp memory: <*>
408,agpgart: detected 4MB dedicated video ram.,E85,agpgart: detected <*> dedicated video ram.
409,agpgart: AGP aperture is 64M @ 0xf4000000,E206,agpgart: AGP aperture is <*> @ <*>
410,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled",E23,"Serial: <*> driver $Revision: <*> $ <*> ports, IRQ sharing enabled"
411,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize,E22,RAMDISK driver initialized: <*> RAM disks of <*> size <*> blocksize
412,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2,E48,Uniform Multi-Platform E-IDE driver Revision: <*>
413,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,E10,ide: Assuming <*> system bus speed for PIO modes; override with idebus=<*>
414,ICH: IDE controller at PCI slot 0000:00:1f.1,E163,ICH: IDE controller at PCI slot <*>
415,ICH: chipset revision 2,E241,ICH: chipset revision <*>
416,"ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio",E70,"ide0: BM-DMA at <*>, BIOS settings: hda:<*>, hdb:<*>"
417,"ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio",E69,"ide1: BM-DMA at <*>, BIOS settings: hdc:<*>, hdd:<*>"
418,Using cfq io scheduler,E281,Using <*> io scheduler
419,Mounting other filesystems: succeeded,E80,Mounting other filesystems: succeeded
420,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14",E319,ide0 at <*> on irq <*>
421,"ide1 at 0x170-0x177,0x376 on irq 15",E320,ide1 at <*> on irq <*>
422,hda: max request size: 128KiB,E239,hda: max request size: <*>
423,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)",E90,"hda: <*> sectors (<*>) w/<*> Cache, CHS=<*>, UDMA(<*>)"
424,Uniform CD-ROM driver Revision: 3.20,E131,Uniform CD-ROM driver Revision: <*>
425,ide-floppy driver 0.99.newide,E280,ide-floppy driver <*>
426,usbcore: registered new driver hiddev,E149,usbcore: registered new driver <*>
427,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)",E138,"Version <*> (APM BIOS <*>, Linux driver <*>)"
428,apmd startup succeeded,E283,<*> startup succeeded
429,usbcore: registered new driver hid,E149,usbcore: registered new driver <*>
430,mice: PS/2 mouse device common for all mice,E104,mice: <*> mouse device common for all mice
431,"serio: i8042 AUX port at 0x60,0x64 irq 12",E191,serio: i8042 AUX port at <*> irq <*>
432,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1,E334,input: <*> on <*>
433,"serio: i8042 KBD port at 0x60,0x64 irq 1",E189,serio: i8042 KBD port at <*> irq <*>
434,input: AT Translated Set 2 keyboard on isa0060/serio0,E334,input: <*> on <*>
435,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",E68,"md: md driver <*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>"
436,NET: Registered protocol family 2,E132,NET: Registered protocol family <*>
437,"IP: routing cache hash table of 512 buckets, 4Kbytes",E89,"IP: routing cache hash table of <*> buckets, <*>"
438,TCP: Hash tables configured (established 8192 bind 16384),E50,TCP: Hash tables configured (established <*> bind <*>)
439,Initializing IPsec netlink socket,E114,Initializing IPsec netlink socket
440,NET: Registered protocol family 1,E132,NET: Registered protocol family <*>
441,NET: Registered protocol family 17,E132,NET: Registered protocol family <*>
442,automount startup succeeded,E283,<*> startup succeeded
443,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,E3,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
444,Freeing initrd memory: 186k freed,E172,Freeing initrd memory: <*> freed
445,md: Autodetecting RAID arrays.,E142,md: Autodetecting RAID arrays.
446,md: autorun ...,E307,md: autorun ...
447,RAMDISK: Compressed image found at block 0,E75,RAMDISK: Compressed image found at block <*>
448,Home page is http://smartmontools.sourceforge.net/,E324,Home page is <*>
449,VFS: Mounted root (ext2 filesystem).,E99,VFS: Mounted root (ext2 filesystem).
450,Opened configuration file /etc/smartd.conf,E195,Opened configuration file <*>
451,Configuration file /etc/smartd.conf parsed.,E183,Configuration file <*> parsed.
452,EXT3-fs: write access will be enabled during recovery.,E24,EXT3-fs: write access will be enabled during recovery.
453,"Device: /dev/hda, opened",E294,"Device: <*>, opened"
454,kjournald starting. Commit interval 5 seconds,E55,kjournald starting. Commit interval <*> seconds
455,"Device: /dev/hda, found in smartd database.",E116,"Device: <*>, found in smartd database."
456,EXT3-fs: recovery complete.,E170,EXT3-fs: recovery complete.
457,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list.",E28,"Device: <*>, is SMART capable. Adding to ""monitor"" list."
458,EXT3-fs: mounted filesystem with ordered data mode.,E27,EXT3-fs: mounted filesystem with ordered data mode.
459,Monitoring 1 ATA and 0 SCSI devices,E155,Monitoring <*> ATA and <*> SCSI devices
460,Freeing unused kernel memory: 144k freed,E110,Freeing unused kernel memory: <*> freed
461,Charge: * * * (-1% unknown),E243,Charge: * * * (<*> unknown)
462,smartd has fork()ed into background mode. New PID=1788.,E31,smartd has fork()ed into background mode. New PID=<*>.
463,smartd startup succeeded,E283,<*> startup succeeded
464,SELinux: Disabled at runtime.,E160,SELinux: Disabled at runtime.
465,SELinux: Unregistering netfilter hooks,E74,SELinux: Unregistering netfilter hooks
466,NET: Registered protocol family 10,E132,NET: Registered protocol family <*>
467,Disabled Privacy Extensions on device 022db720(lo),E77,Disabled Privacy Extensions on device <*>(<*>)
468,IPv6 over IPv4 tunneling driver,E144,IPv6 over IPv4 tunneling driver
469,USB Universal Host Controller Interface driver v2.2,E47,USB Universal Host Controller Interface driver <*>
470,PCI: Found IRQ 11 for device 0000:00:1f.2,E218,PCI: Found IRQ <*> for device <*>
471,uhci_hcd 0000:00:1f.2: UHCI Host Controller,E150,uhci_hcd <*>: UHCI Host Controller
472,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80",E250,"uhci_hcd <*>: irq <*>, io base <*>"
473,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1",E26,"uhci_hcd <*>: new USB bus registered, assigned bus number <*>"
474,Starting hpoj: succeeded,E202,Starting hpoj: succeeded
475,"EXT3 FS on hda2, internal journal",E185,"EXT3 FS on <*>, internal journal"
476,cdrom: open failed.,E263,cdrom: open failed.
477,Adding 262072k swap on /dev/hda3. Priority:-1 extents:1,E120,Adding <*> swap on <*>. Priority:<*> extents:<*>
478,kjournald starting. Commit interval 5 seconds,E55,kjournald starting. Commit interval <*> seconds
479,"EXT3 FS on hda1, internal journal",E185,"EXT3 FS on <*>, internal journal"
480,EXT3-fs: mounted filesystem with ordered data mode.,E27,EXT3-fs: mounted filesystem with ordered data mode.
481,microcode: CPU0 already at revision 0x8 (current=0x8),E49,microcode: CPU0 already at revision <*> (current=<*>)
482,microcode: No suitable data for cpu 0,E117,microcode: No suitable data for cpu <*>
483,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",E199,parport0: PC-style at <*> (<*>) [<*>]
484,parport0: irq 7 detected,E223,parport0: irq <*> detected
485,SCSI subsystem initialized,E182,SCSI subsystem initialized
486,inserting floppy driver for 2.6.5-1.358,E184,inserting floppy driver for <*>
487,Floppy drive(s): fd0 is 1.44M,E266,Floppy drive(s): <*> is <*>
488,FDC 0 is a National Semiconductor PC87306,E156,FDC <*> is a National Semiconductor <*>
489,PCI: Found IRQ 5 for device 0000:01:0c.0,E218,PCI: Found IRQ <*> for device <*>
490,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,E196,<*>: Donald Becker and others. <*>
491,ip_tables: (C) 2000-2002 Netfilter core team,E118,ip_tables: (C) <*> Netfilter core team
492,PCI: Found IRQ 5 for device 0000:01:0c.0,E218,PCI: Found IRQ <*> for device <*>
493,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,E196,<*>: Donald Becker and others. <*>
494,ip_tables: (C) 2000-2002 Netfilter core team,E118,ip_tables: (C) <*> Netfilter core team
495,process `syslogd' is using obsolete setsockopt SO_BSDCOMPAT,E30,process <*> is using obsolete setsockopt SO_BSDCOMPAT
496,Bluetooth: Core ver 2.4,E310,Bluetooth: <*> ver <*>
497,NET: Registered protocol family 31,E132,NET: Registered protocol family <*>
498,Bluetooth: HCI device and connection manager initialized,E18,Bluetooth: HCI device and connection manager initialized
499,Bluetooth: HCI socket layer initialized,E72,Bluetooth: HCI socket layer initialized
500,Bluetooth: L2CAP ver 2.1,E310,Bluetooth: <*> ver <*>
501,Bluetooth: RFCOMM ver 1.2,E310,Bluetooth: <*> ver <*>
502,Bluetooth: RFCOMM socket layer initialized,E58,Bluetooth: RFCOMM socket layer initialized
503,Bluetooth: RFCOMM TTY layer initialized,E71,Bluetooth: RFCOMM TTY layer initialized
504,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]",E199,parport0: PC-style at <*> (<*>) [<*>]
505,parport0: irq 7 detected,E223,parport0: irq <*> detected
506,cupsd startup succeeded,E283,<*> startup succeeded
507,succeeded,E328,succeeded
508,xinetd startup succeeded,E283,<*> startup succeeded
509,sendmail startup succeeded,E283,<*> startup succeeded
510,sm-client startup succeeded,E283,<*> startup succeeded
511,No such internal service: services/stream - DISABLING,E102,No such internal service: <*> - DISABLING
512,bind failed (Address already in use (errno = 98)). service = telnet,E21,bind failed (Address already in use (errno = <*>)). service = <*>
513,Service telnet failed to start and is deactivated.,E34,Service telnet failed to start and is deactivated.
514,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,E41,xinetd Version <*> started with <*> options compiled in.
515,Started working: 30 available services,E101,Started working: <*> available services
516,spamd startup succeeded,E283,<*> startup succeeded
517,Jun 10 11:32:05 Privoxy(-150769536) Info: loading configuration file '/etc/privoxy/config':,E61,<*> Privoxy(<*>) Info: loading configuration file <*>
518,privoxy startup succeeded,E283,<*> startup succeeded
519,*** info [startup.c(95)]:,E213,*** info [startup.c(<*>)]:
520,Started gpm successfully. Entered daemon mode.,E46,Started gpm successfully. Entered daemon mode.
521,*** info [mice.c(1766)]:,E254,*** info [mice.c(<*>)]:
522,imps2: Auto-detected intellimouse PS/2,E73,imps2: Auto-detected intellimouse PS/2
523,gpm startup succeeded,E283,<*> startup succeeded
524,session opened for user htt by (uid=0),E208,session opened for user <*> by <*>
525,session closed for user htt,E227,session closed for user <*>
526,htt startup succeeded,E283,<*> startup succeeded
527,creating device node '/udev/lp0',E258,creating device node <*>
528,started.,E331,started.
529,succeeded,E328,succeeded
530,crond startup succeeded,E283,<*> startup succeeded
531,xfs startup succeeded,E283,<*> startup succeeded
532,anacron startup succeeded,E283,<*> startup succeeded
533,atd startup succeeded,E283,<*> startup succeeded
